Depth (m),ROP Avg(m/hr),Surface WOB Avg(klb),RPM Surface Avg (rpm),Torque Abs Avg (f-b),SPP Avg (psig),Flow in Pum Avg(gpm),M.wt(ppg),HOB(hr),Rev On Bit (krev),Bit Diameter,TFA(in2),pit volume(bbl),PP(ppg),OVB(ppg)
2045.5,11.7,10.3,118,2433,3168,905,10.62,29.98333333,201.4,12.25,0.994,709.6,9.63,15.95
2046,14.1,12.2,118,2725.6,3184,906,10.50,30.01666667,201.6,12.25,0.994,708.67,9.62,15.95
2046.5,11.1,12.5,118,2929.2,3227,915,10.50,30.06666667,202,12.25,0.994,696.38,9.585,15.955
2047,14.5,16,118,3476.4,3153,914,10.50,30.1,202.3,12.25,0.994,695.31,9.55,15.96
2047.5,14.7,12.6,118,3368.6,3100,913,10.50,30.15,202.5,12.25,0.994,694.75,9.54,15.96
2048,16.1,8.7,118,3151.8,3074,912,10.50,30.16666667,202.8,12.25,0.994,691.05,9.53,15.96
2048.5,16.4,8.3,118,3192.6,3066,913,10.50,30.2,203,12.25,0.994,692.37,9.52,15.965
2049,18.8,7.2,118,2958.4,3061,913,10.50,30.23333333,203.2,12.25,0.994,693.06,9.51,15.97
2049.5,13,6.7,118,2812.2,3064,913,10.50,30.28333333,203.5,12.25,0.994,692,9.505,15.97
2050,15.4,9.4,118,3190.7,3066,913,10.50,30.31666667,203.7,12.25,0.994,690.44,9.5,15.97
2050.5,16.1,10.1,118,3315.3,3067,913,10.50,30.33333333,203.9,12.25,0.994,692.22,9.5,15.975
2051,17.1,12.2,118,3490.7,3067,913,10.50,30.36666667,204.1,12.25,0.994,688.49,9.5,15.98
2051.5,14.8,11,119,3270.7,3060,913,10.50,30.4,204.4,12.25,0.994,686.32,9.485,15.98
2052,14.4,10,119,3055.5,3068,913,10.50,30.43333333,204.6,12.25,0.994,683.19,9.47,15.98
2052.5,13.9,9.2,119,2970.2,3069,913,10.50,30.46666667,204.9,12.25,0.994,680.47,9.505,15.98
2053,15.6,9.4,119,3021.8,3067,913,10.50,30.5,205.1,12.25,0.994,679.48,9.54,15.98
2053.5,15.3,12.1,119,3288.8,3069,913,10.50,30.53333333,205.4,12.25,0.994,677.86,9.515,15.985
2054,15.9,16.2,119,3628.8,3090,914,10.50,30.56666667,205.6,12.25,0.994,680.75,9.49,15.99
2054.5,14.2,21,119,3944.5,3071,913,10.50,30.6,205.8,12.25,0.994,679.89,9.49,15.99
2055,10.6,22.2,119,4009.3,3065,913,10.50,30.65,206.2,12.25,0.994,681.86,9.49,15.99
2055.5,8.8,24.9,119,4241.7,3062,913,10.50,30.71666667,206.6,12.25,0.994,686.58,9.49,15.99
2056,8.6,22.4,119,4268.1,3053,911,10.50,30.76666667,207,12.25,0.994,708.93,9.49,15.99
2056.5,9.5,23.3,119,4202.5,3032,908,10.50,30.81666667,207.4,12.25,0.994,715.73,9.49,15.99
2057,11.1,28.1,119,4602.8,3038,907,10.50,30.86666667,207.7,12.25,0.994,716.05,9.49,15.99
2057.5,11.6,31.4,119,4876.4,3028,907,10.50,30.91666667,208,12.25,0.994,715.86,9.49,15.99
2058,11.1,32.8,119,4948.7,3019,907,10.50,30.96666667,208.4,12.25,0.994,715.96,9.49,15.99
2058.5,7.4,28.7,119,4479.7,3010,907,10.50,31.03333333,208.9,12.25,0.994,716.96,9.49,15.99
2059,9.1,28.9,119,4563.6,3006,907,10.50,31.1,209.3,12.25,0.994,718.24,9.49,15.99
2059.5,8.1,28.9,119,4567.2,3006,907,10.50,31.15,209.8,12.25,0.994,718.52,9.49,15.99
2060,7.9,27.3,119,4529.2,3002,906,10.50,31.21666667,210.2,12.25,0.994,717.43,9.49,15.99
2060.5,9.5,19.7,120,3975.3,3002,906,10.50,31.26666667,210.6,12.25,0.994,717.5,9.49,15.99
2061,8.5,20.6,120,3992.8,3000,906,10.50,31.33333333,211,12.25,0.994,718.66,9.49,15.99
2061.5,7.2,23,120,4279.4,2999,906,10.50,31.4,211.5,12.25,0.994,718.12,9.49,15.99
2062,6.4,26.9,120,4564.6,2990,906,10.50,31.48333333,212.1,12.25,0.994,719.95,9.49,15.99
2062.5,5.7,23.1,120,4325.6,2996,906,10.50,31.56666667,212.7,12.25,0.994,720.89,9.49,15.99
2063,7.2,19.2,120,4065.5,2999,906,10.50,31.65,213.3,12.25,0.994,717.62,9.49,15.99
2063.5,8.8,15.3,120,3951.1,3003,906,10.50,31.7,213.7,12.25,0.994,716.79,9.49,15.99
2064,9.6,8.5,120,3403.4,3008,906,10.50,31.75,214,12.25,0.994,714.72,9.49,15.99
2064.5,10.2,6.9,120,3265.4,3010,906,10.50,31.8,214.4,12.25,0.994,717.33,9.485,15.99
2065,10.5,6.8,120,3430.4,3011,906,10.50,31.85,214.7,12.25,0.994,717.28,9.48,15.99
2065.5,9.9,6.2,120,3056.3,3013,906,10.50,31.9,215.1,12.25,0.994,718.49,9.48,15.995
2066,9.8,10.5,120,3238.5,3003,906,10.50,31.95,215.5,12.25,0.994,718.48,9.48,16
2066.5,9.1,17.6,120,3691.9,3002,906,10.50,32,215.9,12.25,0.994,719.94,9.475,16
2067,8,22.5,120,3978.2,2991,906,10.50,32.06666667,216.3,12.25,0.994,720.23,9.47,16
2067.5,6.1,25,120,4155.7,2989,906,10.50,32.15,216.9,12.25,0.994,717.81,9.47,16
2068,6.3,26.7,120,4396.6,2985,906,10.50,32.23333333,217.5,12.25,0.994,717.91,9.47,16
2068.5,6.5,28.1,120,4544.3,2985,906,10.50,32.31666667,218.1,12.25,0.994,718.32,9.465,15.995
2069,7.5,28.6,120,4666,2982,906,10.50,32.38333333,218.6,12.25,0.994,720.7,9.46,15.99
2069.5,6.2,28,120,4786.5,2983,906,10.50,32.46666667,219.2,12.25,0.994,720.51,9.46,15.99
2070,5.3,26.9,120,4599.2,2973,905,10.50,32.56666667,219.8,12.25,0.994,716.55,9.46,15.99
2070.5,5.5,26.3,120,4544.4,2968,906,10.50,32.65,220.5,12.25,0.994,720.86,9.455,15.99
2071,6.5,26.7,120,4659.7,2980,908,10.50,32.73333333,221.1,12.25,0.994,722.39,9.45,15.99
2071.5,8.7,19,120,4159.4,2998,909,10.50,32.8,221.5,12.25,0.994,724.57,9.45,15.995
2072,9.2,11.3,120,3398,2997,908,10.50,32.85,221.9,12.25,0.994,724.62,9.45,16
2072.5,9.3,9.9,120,3198.7,3002,909,10.50,32.9,222.3,12.25,0.994,725.88,9.445,16
2073,9.2,9.1,120,2834.7,3002,909,10.50,32.95,222.7,12.25,0.994,725.39,9.44,16
2073.5,8.3,9.8,120,2624.3,2997,909,10.50,33.01666667,223.1,12.25,0.994,725.12,9.44,16.005
2074,9,10.8,120,2669.3,2993,908,10.50,33.06666667,223.5,12.25,0.994,724.51,9.44,16.01
2074.5,9.5,9.5,120,2537.1,2993,908,10.50,33.11666667,223.9,12.25,0.994,723.65,9.435,16.01
2075,9.8,11.5,120,2724.6,3004,908,10.50,33.16666667,224.3,12.25,0.994,718.13,9.43,16.01
2075.5,9.3,12.3,120,2838.9,3028,906,10.50,33.23333333,224.7,12.25,0.994,696.24,9.43,16.01
2076,11.5,8.7,120,2943.8,3161,896,10.50,33.26666667,225,12.25,0.994,699.64,9.43,16.01
2076.5,11.3,7.5,120,2930,3124,892,10.50,33.31666667,225.3,12.25,0.994,699.71,9.425,16.015
2077,9.8,9.7,120,3299.3,2986,888,10.50,33.36666667,225.7,12.25,0.994,706.27,9.42,16.02
2077.5,9.6,12.7,120,3446,2921,886,10.50,33.41666667,226,12.25,0.994,710.61,9.42,16.02
2078,10.5,16.6,120,3600.6,2901,885,10.50,33.46666667,226.4,12.25,0.994,712.07,9.42,16.02
2078.5,10.7,19.8,120,4017.8,2891,885,10.50,33.51666667,226.7,12.25,0.994,715.34,9.415,16.02
2079,11.4,18,119,4092.4,2892,885,10.50,33.56666667,227,12.25,0.994,716.21,9.41,16.02
2079.5,11.8,10.7,120,3593.1,2907,886,10.50,33.6,227.3,12.25,0.994,711.01,9.41,16.025
2080,10.7,7.2,120,3260.7,2907,886,10.50,33.65,227.7,12.25,0.994,711.22,9.41,16.03
2080.5,10.9,8.4,120,3325.8,2898,886,10.50,33.7,228,12.25,0.994,714.04,9.405,16.03
2081,10.9,13.7,120,3848.5,2904,887,10.50,33.75,228.3,12.25,0.994,715.6,9.4,16.03
2081.5,10.3,15.1,120,3907.6,2916,888,10.50,33.78333333,228.7,12.25,0.994,716.13,9.4,16.03
2082,11.1,8.5,120,3717.1,2929,888,10.50,33.83333333,229,12.25,0.994,720.83,9.4,16.03
2082.5,10.6,5.3,119,3675.1,2922,888,10.50,33.88333333,229.3,12.25,0.994,719.56,9.365,16.03
2083,10.7,6.9,120,3422.6,2904,888,10.50,33.93333333,229.7,12.25,0.994,720.47,9.33,16.03
2083.5,9.2,11.5,120,3438,2918,888,10.50,33.98333333,230.1,12.25,0.994,713.59,9.33,16.035
2084,9.8,8.1,120,3064.2,2917,888,10.50,34.03333333,230.4,12.25,0.994,709.68,9.33,16.04
2084.5,9.5,9.6,120,3248.5,2928,889,10.50,34.08333333,230.8,12.25,0.994,715.6,9.33,16.04
2085,7.5,16.1,120,3596.6,2910,888,10.50,34.16666667,231.3,12.25,0.994,714.78,9.33,16.04
2085.5,5.7,21.1,120,3833,2911,888,10.50,34.25,232,12.25,0.994,713.52,9.33,16.04
2086,5.9,20.2,120,3975.6,2909,888,10.50,34.33333333,232.6,12.25,0.994,712.46,9.33,16.04
2086.5,6.5,21.3,120,4438.9,2900,888,10.50,34.41666667,233.2,12.25,0.994,712.64,9.33,16.04
2087,6.2,22.8,120,4570.3,2903,888,10.50,34.5,233.8,12.25,0.994,715.53,9.33,16.04
2087.5,4.7,21.2,120,4728.9,2906,888,10.50,34.61666667,234.6,12.25,0.994,715.54,9.33,16.04
2088,3.7,14,120,3927.1,2911,888,10.50,34.76666667,235.7,12.25,0.994,714.75,9.33,16.04
2088.5,5.9,11.1,120,3826,2970,890,10.50,34.85,236.3,12.25,0.994,723.11,9.33,16.04
2089,7.8,10.5,120,3796.1,3112,892,10.50,34.91666667,236.8,12.25,0.994,734.42,9.33,16.04
2089.5,6.9,10.5,120,3876.1,3176,895,10.50,35,237.4,12.25,0.994,731.13,9.33,16.04
2090,9.6,7.3,120,3621.1,3196,896,10.50,35.05,237.8,12.25,0.994,728.88,9.33,16.04
2090.5,9.6,8.2,119,3461.5,3199,896,10.50,35.11666667,238.1,12.25,0.994,730.26,9.33,16.04
2091,9.5,11.1,119,3247.2,3198,895,10.50,35.16666667,238.5,12.25,0.994,729.25,9.33,16.04
2091.5,8,19.8,119,3887.4,3189,895,10.50,35.21666667,239,12.25,0.994,721.7,9.33,16.04
2092,10.4,10.5,119,3242.2,3186,895,10.50,35.26666667,239.3,12.25,0.994,697.75,9.33,16.04
