Depth (m),ROP Avg(m/hr),Surface WOB Avg(klb),RPM Surface Avg (rpm),Torque Abs Avg (f-b),SPP Avg (psig),Flow in Pum Avg(gpm),M.wt(ppg),HOB(min),Rev On Bit (krev),Bit Diameter,Nozzle size(in2),pit volume(bbl)
1979,10.1,9.2,121,2672.5,3203,915,10.65,1438,158.7,12.25,72,728.88
1979.5,8.9,7.1,121,2505.6,3301,916,10.65,1441,159.1,12.25,72,725.87
1980,8.7,7.4,121,2474.8,3360,918,10.65,1445,159.6,12.25,72,720.92
1980.5,7.1,6.4,121,2418,3356,918,10.65,1449,160.1,12.25,72,720.65
1981,9.6,5.6,121,2434.9,3328,917,10.65,1453,160.5,12.25,72,725.68
1981.5,11.3,7.5,121,2568.4,3329,917,10.65,1455,160.8,12.25,72,727.91
1982,13.2,9.2,121,2665.6,3320,917,10.65,1458,161.1,12.25,72,729.75
1982.5,13.4,9.4,121,2683.9,3298,916,10.65,1460,161.4,12.25,72,727.87
1983,13.9,8.5,121,2684.2,3264,915,10.65,1462,161.6,12.25,72,730.58
1983.5,13.9,8.5,121,2695,3242,915,10.65,1464,161.9,12.25,72,728.84
1984,13.5,7.8,121,2638.8,3235,914,10.65,1466,162.2,12.25,72,730.13
1984.5,13.3,8.5,121,2638.2,3242,914,10.65,1469,162.4,12.25,72,730.91
1985,13.2,8.5,121,2576,3246,914,10.65,1471,162.7,12.25,72,727.66
1985.5,12.8,9.1,121,2575.5,3264,915,10.65,1473,163,12.25,72,727.07
1986,12,10.2,121,2642.5,3288,915,10.65,1476,163.3,12.25,72,727.22
1986.5,9.2,9.9,121,2617.5,3348,917,10.65,1479,163.7,12.25,72,718.71
1987,7.7,6.4,121,2462.8,3378,918,10.65,1483,164.2,12.25,72,723.44
1987.5,8,7.4,121,2417.2,3385,918,10.65,1487,164.6,12.25,72,722.98
1988,10.2,8,120,2547.8,3359,918,10.65,1490,165,12.25,72,721.47
1988.5,11.8,8.4,120,2610.7,3334,917,10.65,1492,165.3,12.25,72,721.36
1989,12.6,10,120,2690.8,3315,916,10.65,1495,165.6,12.25,72,720.42
1989.5,12.2,12.4,120,2726.9,3308,914,10.65,1497,165.9,12.25,72,716.76
1990,11.1,10.8,120,2605.3,3268,912,10.65,1500,166.2,12.25,72,709.19
1990.5,11.2,6.9,119,2437.9,3186,902,10.65,1503,166.5,12.25,72,709.74
1991,10.1,8,119,2522.4,3159,900,10.65,1506,166.9,12.25,72,708.93
1991.5,10,6.8,118,2448.5,3147,900,10.65,1509,167.2,12.25,72,711.56
1992,10.9,7,119,2493,3134,900,10.65,1511,167.6,12.25,72,707.12
1992.5,11.4,7.1,119,2438.6,3155,900,10.65,1514,167.9,12.25,72,705.26
1993,10.7,7,119,2382.7,3161,900,10.65,1517,168.2,12.25,72,703.41
1993.5,10.3,7.9,119,2435.9,3171,900,10.65,1520,168.6,12.25,72,702.38
1994,10.4,8.4,119,2446,3171,900,10.65,1523,168.9,12.25,72,702.74
1994.5,10,8.1,119,2413.8,3164,900,10.65,1526,169.3,12.25,72,705.29
1995,8.9,7.8,119,2410.7,3151,900,10.65,1529,169.7,12.25,72,705.25
1995.5,9,7.9,119,2441.5,3138,900,10.65,1532,170.1,12.25,72,702.88
1996,9,8.2,119,2467.9,3125,900,10.65,1536,170.5,12.25,72,707.17
1996.5,8.2,7.5,119,2391.4,3116,901,10.65,1539,170.9,12.25,72,706.09
1997,8,7.2,119,2376.5,3113,901,10.65,1543,171.3,12.25,72,705.73
1997.5,7.9,6.5,119,2412.8,3105,901,10.65,1547,171.8,12.25,72,705.06
1998,8.2,6.2,119,2357.3,3100,901,10.65,1551,172.2,12.25,72,705.11
1998.5,10.4,7.9,119,2508,3104,901,10.65,1554,172.6,12.25,72,699.8
1999,12.7,10.5,119,2767.6,3104,901,10.65,1556,172.9,12.25,72,672.45
1999.5,12.1,9.3,119,2633.2,3100,901,10.65,1559,173.2,12.25,72,699.69
2000,12,9.9,119,2587.6,3110,901,10.65,1561,173.5,12.25,72,706.35
2000.5,12.7,11.3,119,2666.1,3113,901,10.65,1563,173.7,12.25,72,709.05
2001,13.4,11.9,119,2757.5,3111,901,10.65,1566,174,12.25,72,708.08
2001.5,13.6,11.3,119,2887.9,3096,901,10.65,1568,174.3,12.25,72,705.38
2002,13.1,10.3,119,2859.4,3090,902,10.65,1570,174.5,12.25,72,699.49
2002.5,12.9,10.7,119,2913.6,3089,902,10.65,1573,174.8,12.25,72,702.22
2003,13,10.4,119,2866.5,3085,902,10.65,1575,175.1,12.25,72,698.4
2003.5,14.9,11.1,119,2896.2,3082,902,10.65,1577,175.3,12.25,72,690.92
2004,14.4,13.2,119,3123.5,3075,902,10.65,1579,175.6,12.25,72,655.9
2004.5,13.7,11.2,119,2943.8,3077,902,10.65,1581,175.8,12.25,72,656.59
2005,14.2,9.8,119,2933.2,3076,902,10.65,1583,176.1,12.25,72,693.13
2005.5,13,10.1,119,2994.7,3077,902,10.65,1586,176.4,12.25,72,701.98
2006,13.2,10.8,119,2974.5,3080,902,10.65,1588,176.6,12.25,72,702.1
2006.5,14.1,11,119,3058.2,3073,902,10.65,1590,176.9,12.25,72,699.67
2007,14.8,10.6,119,3119.6,3070,902,10.65,1592,177.1,12.25,72,699.15
2007.5,15.1,10.6,119,3232.6,3067,902,10.65,1594,177.4,12.25,72,698.67
2008,14.8,9.9,119,3077.2,3058,902,10.65,1596,177.6,12.25,72,697.78
2008.5,15.1,10.4,119,3008,3068,903,10.65,1598,177.8,12.25,72,697.64
2009,14.8,10.7,119,3055.3,3093,907,10.65,1600,178.1,12.25,72,700.44
2009.5,14.6,11.5,119,3177.3,3095,908,10.65,1602,178.3,12.25,72,700.84
2010,13.8,12,119,3041.3,3105,908,10.65,1604,178.5,12.25,72,708.55
2010.5,12.9,12.2,119,3113.6,3092,908,10.65,1607,178.9,12.25,72,711.08
2011,12.8,9.2,119,2818.4,3093,908,10.65,1609,179.1,12.25,72,710.3
2011.5,13.7,8.7,119,2789,3097,908,10.65,1611,179.4,12.25,72,709.73
2012,15,9.9,119,2950.5,3101,908,10.65,1613,179.6,12.25,72,710.07
2012.5,14.7,9.5,119,2985.1,3094,907,10.65,1615,179.9,12.25,72,707.98
2013,15.1,8.9,119,2848.4,3090,908,10.65,1617,180.1,12.25,72,708.1
2013.5,15,9,119,2860.8,3091,908,10.65,1619,180.4,12.25,72,700.76
2014,14.6,9.3,119,3028.1,3092,908,10.65,1621,180.6,12.25,72,702.21
2014.5,14.1,9.8,119,2999.2,3099,908,10.65,1623,180.8,12.25,72,699.84
2015,15,10.5,119,3046.6,3105,908,10.65,1625,181.1,12.25,72,697.63
2015.5,14.4,9.6,119,2851.6,3099,908,10.65,1628,181.3,12.25,72,698.96
2016,14.5,9.2,119,2786.3,3091,908,10.65,1630,181.6,12.25,72,701.9
2016.5,13.5,10,119,2746.5,3103,908,10.65,1632,181.8,12.25,72,700.54
2017,13.4,9.8,119,2732.9,3106,907,10.65,1634,182.1,12.25,72,698.18
2017.5,13.3,9.6,119,2749.8,3105,907,10.65,1636,182.4,12.25,72,702.4
2018,12.2,9.1,119,2663.6,3104,902,10.65,1639,182.7,12.25,72,699.38
2018.5,12.2,9.6,119,2673.3,3117,885,10.65,1641,183,12.25,72,704.16
2019,10,8.2,119,2536.1,3166,803,10.65,1644,183.3,12.25,72,703.28
2019.5,11.9,9.3,119,2598.5,3202,881,10.65,1647,183.7,12.25,72,702.29
2020,14.1,10.2,119,2631.2,3209,884,10.65,1649,183.9,12.25,72,703.25
2020.5,11.6,10.3,119,2621.2,3218,906,10.65,1652,184.2,12.25,72,703.99
2021,10.3,9.7,119,2564.9,3230,913,10.65,1655,184.6,12.25,72,701.05
2021.5,7.8,10.2,119,2572.4,3280,913,10.65,1659,185.1,12.25,72,704.13
2022,11.4,11.3,119,2655,3329,911,10.65,1662,185.4,12.25,72,696.68
2022.5,12.1,11.8,119,2671.7,3331,908,10.65,1665,185.7,12.25,72,694.73
2023,10.4,11.4,119,2538.3,3317,907,10.65,1667,186.1,12.25,72,694.4
2023.5,9.8,11.4,119,2492,3288,906,10.65,1671,186.5,12.25,72,684.86
2024,12.3,11.7,119,2562.1,3269,906,10.65,1673,186.7,12.25,72,680.93
2024.5,13.5,11.8,119,2600.2,3260,905,10.65,1675,187,12.25,72,679.53
2025,14.4,13.1,119,2731.5,3266,905,10.65,1677,187.3,12.25,72,680.23
2025.5,14.4,14,119,2737.9,3260,905,10.65,1679,187.5,12.25,72,682.48
2026,15.8,15.5,119,2853.3,3249,905,10.65,1681,187.7,12.25,72,691.58
2026.5,16.1,17.1,119,2963.6,3243,905,10.65,1683,188,12.25,72,693.01
2027,16.3,16.7,119,2990.4,3242,905,10.65,1685,188.2,12.25,72,694.42
2027.5,14.6,15.8,119,2911.6,3237,905,10.65,1687,188.4,12.25,72,697.81
2028,13.3,14.8,119,2748.4,3231,904,10.65,1689,188.7,12.25,72,692.59
2028.5,14.2,15.8,119,2810.5,3230,904,10.65,1691,189,12.25,72,692.09
2029,14.7,17.1,119,2869.8,3231,905,10.65,1694,189.2,12.25,72,691.58
2029.5,14.6,19.8,119,2935.6,3246,905,10.65,1696,189.4,12.25,72,692.05
2030,15.1,19.8,119,3364.3,3222,904,10.72,1698,189.7,12.25,72,685.49
2030.5,14.4,19,119,3370.9,3209,904,10.72,1700,189.9,12.25,72,684.69
2031,12.2,22.7,119,3538.2,3202,904,10.72,1702,190.2,12.25,72,692
2031.5,8.7,25.2,119,3628.6,3189,904,10.72,1706,190.7,12.25,72,697.11
2032,8.1,28.6,119,3940,3184,905,10.71,1710,191.1,12.25,72,696.55
2032.5,9.7,29.1,119,4108,3183,905,10.71,1713,191.5,12.25,72,696.23
2033,12.3,23.8,119,3727.1,3199,904,10.71,1715,191.8,12.25,72,695.62
2033.5,12.7,26.5,119,3962.2,3208,904,10.71,1718,192.1,12.25,72,694.88
2034,10.7,29.1,119,4233.1,3206,904,10.71,1720,192.4,12.25,72,693.62
2034.5,8.6,26.7,119,3983,3207,904,10.71,1724,192.8,12.25,72,694.54
2035,8.6,19.4,119,3450,3215,904,10.71,1728,193.2,12.25,72,696.85
2035.5,10.9,18.1,119,3286.9,3219,904,10.71,1730,193.6,12.25,72,692.79
2036,11.7,22.7,119,3744.1,3218,904,10.71,1733,193.9,12.25,72,692.93
2036.5,13.1,23.3,119,3836.3,3214,904,10.71,1735,194.2,12.25,72,692.21
2037,13.9,19.4,119,3649.2,3228,904,10.71,1737,194.4,12.25,72,689.13
2037.5,12.9,17.4,119,3316.1,3220,904,10.71,1740,194.7,12.25,72,683.95
2038,13.7,16.9,119,3181.8,3213,905,10.71,1742,195,12.25,72,673.87
2038.5,13.8,18.8,119,3402.6,3160,905,10.71,1744,195.2,12.25,72,684.08
2039,14.1,19,119,3518.3,3124,906,10.71,1746,195.5,12.25,72,680.63
2039.5,14.5,17.4,119,3431.4,3091,906,10.71,1748,195.7,12.25,72,675.03
2040,14.5,14.6,119,3256.6,3072,906,10.71,1750,195.9,12.25,72,666.04
2040.5,6.4,6.8,118,2565.4,3024,882,10.71,1759,196.9,12.25,72,731.98
2041,9.5,6.1,114,2519.4,3075,878,10.69,1763,197.4,12.25,72,740.53
2041.5,5.3,5.1,98,2007.3,3095,886,10.69,1771,198.2,12.25,72,727.83
2042,7.7,9.1,113,2306.1,3148,902,10.67,1776,198.7,12.25,72,724.21
2042.5,8.8,10.2,118,2403.8,3160,905,10.67,1779,199.1,12.25,72,722.06
2043,8.5,9.4,118,2378,3158,905,10.66,1783,199.5,12.25,72,721.29
2043.5,8.5,9.5,118,2431.2,3152,905,10.66,1786,199.9,12.25,72,721
2044,8.9,8.5,118,2300,3154,904,10.63,1790,200.3,12.25,72,721.66
2044.5,8.6,9.3,118,2365.8,3155,905,10.63,1793,200.7,12.25,72,719.88
2045,9.2,9.9,118,2382.6,3161,905,10.62,1797,201.1,12.25,72,713.47
2045.5,11.7,10.3,118,2433,3168,905,10.62,1799,201.4,12.25,72,709.6
2046,14.1,12.2,118,2725.6,3184,906,10.50,1801,201.6,12.25,72,708.67
2046.5,11.1,12.5,118,2929.2,3227,915,10.50,1804,202,12.25,72,696.38
2047,14.5,16,118,3476.4,3153,914,10.50,1806,202.3,12.25,72,695.31
2047.5,14.7,12.6,118,3368.6,3100,913,10.50,1809,202.5,12.25,72,694.75
2048,16.1,8.7,118,3151.8,3074,912,10.50,1810,202.8,12.25,72,691.05
2048.5,16.4,8.3,118,3192.6,3066,913,10.50,1812,203,12.25,72,692.37
2049,18.8,7.2,118,2958.4,3061,913,10.50,1814,203.2,12.25,72,693.06
2049.5,13,6.7,118,2812.2,3064,913,10.50,1817,203.5,12.25,72,692
2050,15.4,9.4,118,3190.7,3066,913,10.50,1819,203.7,12.25,72,690.44
2050.5,16.1,10.1,118,3315.3,3067,913,10.50,1820,203.9,12.25,72,692.22
2051,17.1,12.2,118,3490.7,3067,913,10.50,1822,204.1,12.25,72,688.49
2051.5,14.8,11,119,3270.7,3060,913,10.50,1824,204.4,12.25,72,686.32
2052,14.4,10,119,3055.5,3068,913,10.50,1826,204.6,12.25,72,683.19
2052.5,13.9,9.2,119,2970.2,3069,913,10.50,1828,204.9,12.25,72,680.47
2053,15.6,9.4,119,3021.8,3067,913,10.50,1830,205.1,12.25,72,679.48
2053.5,15.3,12.1,119,3288.8,3069,913,10.50,1832,205.4,12.25,72,677.86
2054,15.9,16.2,119,3628.8,3090,914,10.50,1834,205.6,12.25,72,680.75
2054.5,14.2,21,119,3944.5,3071,913,10.50,1836,205.8,12.25,72,679.89
2055,10.6,22.2,119,4009.3,3065,913,10.50,1839,206.2,12.25,72,681.86
2055.5,8.8,24.9,119,4241.7,3062,913,10.50,1843,206.6,12.25,72,686.58
2056,8.6,22.4,119,4268.1,3053,911,10.50,1846,207,12.25,72,708.93
2056.5,9.5,23.3,119,4202.5,3032,908,10.50,1849,207.4,12.25,72,715.73
2057,11.1,28.1,119,4602.8,3038,907,10.50,1852,207.7,12.25,72,716.05
2057.5,11.6,31.4,119,4876.4,3028,907,10.50,1855,208,12.25,72,715.86
2058,11.1,32.8,119,4948.7,3019,907,10.50,1858,208.4,12.25,72,715.96
2058.5,7.4,28.7,119,4479.7,3010,907,10.50,1862,208.9,12.25,72,716.96
2059,9.1,28.9,119,4563.6,3006,907,10.50,1866,209.3,12.25,72,718.24
2059.5,8.1,28.9,119,4567.2,3006,907,10.50,1869,209.8,12.25,72,718.52
2060,7.9,27.3,119,4529.2,3002,906,10.50,1873,210.2,12.25,72,717.43
2060.5,9.5,19.7,120,3975.3,3002,906,10.50,1876,210.6,12.25,72,717.5
2061,8.5,20.6,120,3992.8,3000,906,10.50,1880,211,12.25,72,718.66
2061.5,7.2,23,120,4279.4,2999,906,10.50,1884,211.5,12.25,72,718.12
2062,6.4,26.9,120,4564.6,2990,906,10.50,1889,212.1,12.25,72,719.95
2062.5,5.7,23.1,120,4325.6,2996,906,10.50,1894,212.7,12.25,72,720.89
2063,7.2,19.2,120,4065.5,2999,906,10.50,1899,213.3,12.25,72,717.62
2063.5,8.8,15.3,120,3951.1,3003,906,10.50,1902,213.7,12.25,72,716.79
2064,9.6,8.5,120,3403.4,3008,906,10.50,1905,214,12.25,72,714.72
2064.5,10.2,6.9,120,3265.4,3010,906,10.50,1908,214.4,12.25,72,717.33
2065,10.5,6.8,120,3430.4,3011,906,10.50,1911,214.7,12.25,72,717.28
2065.5,9.9,6.2,120,3056.3,3013,906,10.50,1914,215.1,12.25,72,718.49
2066,9.8,10.5,120,3238.5,3003,906,10.50,1917,215.5,12.25,72,718.48
2066.5,9.1,17.6,120,3691.9,3002,906,10.50,1920,215.9,12.25,72,719.94
2067,8,22.5,120,3978.2,2991,906,10.50,1924,216.3,12.25,72,720.23
2067.5,6.1,25,120,4155.7,2989,906,10.50,1929,216.9,12.25,72,717.81
2068,6.3,26.7,120,4396.6,2985,906,10.50,1934,217.5,12.25,72,717.91
2068.5,6.5,28.1,120,4544.3,2985,906,10.50,1939,218.1,12.25,72,718.32
2069,7.5,28.6,120,4666,2982,906,10.50,1943,218.6,12.25,72,720.7
2069.5,6.2,28,120,4786.5,2983,906,10.50,1948,219.2,12.25,72,720.51
2070,5.3,26.9,120,4599.2,2973,905,10.50,1954,219.8,12.25,72,716.55
2070.5,5.5,26.3,120,4544.4,2968,906,10.50,1959,220.5,12.25,72,720.86
2071,6.5,26.7,120,4659.7,2980,908,10.50,1964,221.1,12.25,72,722.39
2071.5,8.7,19,120,4159.4,2998,909,10.50,1968,221.5,12.25,72,724.57
2072,9.2,11.3,120,3398,2997,908,10.50,1971,221.9,12.25,72,724.62
2072.5,9.3,9.9,120,3198.7,3002,909,10.50,1974,222.3,12.25,72,725.88
2073,9.2,9.1,120,2834.7,3002,909,10.50,1977,222.7,12.25,72,725.39
2073.5,8.3,9.8,120,2624.3,2997,909,10.50,1981,223.1,12.25,72,725.12
2074,9,10.8,120,2669.3,2993,908,10.50,1984,223.5,12.25,72,724.51
2074.5,9.5,9.5,120,2537.1,2993,908,10.50,1987,223.9,12.25,72,723.65
2075,9.8,11.5,120,2724.6,3004,908,10.50,1990,224.3,12.25,72,718.13
2075.5,9.3,12.3,120,2838.9,3028,906,10.50,1994,224.7,12.25,72,696.24
2076,11.5,8.7,120,2943.8,3161,896,10.50,1996,225,12.25,72,699.64
2076.5,11.3,7.5,120,2930,3124,892,10.50,1999,225.3,12.25,72,699.71
2077,9.8,9.7,120,3299.3,2986,888,10.50,2002,225.7,12.25,72,706.27
2077.5,9.6,12.7,120,3446,2921,886,10.50,2005,226,12.25,72,710.61
2078,10.5,16.6,120,3600.6,2901,885,10.50,2008,226.4,12.25,72,712.07
2078.5,10.7,19.8,120,4017.8,2891,885,10.50,2011,226.7,12.25,72,715.34
2079,11.4,18,119,4092.4,2892,885,10.50,2014,227,12.25,72,716.21
2079.5,11.8,10.7,120,3593.1,2907,886,10.50,2016,227.3,12.25,72,711.01
2080,10.7,7.2,120,3260.7,2907,886,10.50,2019,227.7,12.25,72,711.22
2080.5,10.9,8.4,120,3325.8,2898,886,10.50,2022,228,12.25,72,714.04
2081,10.9,13.7,120,3848.5,2904,887,10.50,2025,228.3,12.25,72,715.6
2081.5,10.3,15.1,120,3907.6,2916,888,10.50,2027,228.7,12.25,72,716.13
2082,11.1,8.5,120,3717.1,2929,888,10.50,2030,229,12.25,72,720.83
2082.5,10.6,5.3,119,3675.1,2922,888,10.50,2033,229.3,12.25,72,719.56
2083,10.7,6.9,120,3422.6,2904,888,10.50,2036,229.7,12.25,72,720.47
2083.5,9.2,11.5,120,3438,2918,888,10.50,2039,230.1,12.25,72,713.59
2084,9.8,8.1,120,3064.2,2917,888,10.50,2042,230.4,12.25,72,709.68
2084.5,9.5,9.6,120,3248.5,2928,889,10.50,2045,230.8,12.25,72,715.6
2085,7.5,16.1,120,3596.6,2910,888,10.50,2050,231.3,12.25,72,714.78
2085.5,5.7,21.1,120,3833,2911,888,10.50,2055,232,12.25,72,713.52
2086,5.9,20.2,120,3975.6,2909,888,10.50,2060,232.6,12.25,72,712.46
2086.5,6.5,21.3,120,4438.9,2900,888,10.50,2065,233.2,12.25,72,712.64
2087,6.2,22.8,120,4570.3,2903,888,10.50,2070,233.8,12.25,72,715.53
2087.5,4.7,21.2,120,4728.9,2906,888,10.50,2077,234.6,12.25,72,715.54
2088,3.7,14,120,3927.1,2911,888,10.50,2086,235.7,12.25,72,714.75
2088.5,5.9,11.1,120,3826,2970,890,10.50,2091,236.3,12.25,72,723.11
2089,7.8,10.5,120,3796.1,3112,892,10.50,2095,236.8,12.25,72,734.42
2089.5,6.9,10.5,120,3876.1,3176,895,10.50,2100,237.4,12.25,72,731.13
2090,9.6,7.3,120,3621.1,3196,896,10.50,2103,237.8,12.25,72,728.88
2090.5,9.6,8.2,119,3461.5,3199,896,10.50,2107,238.1,12.25,72,730.26
2091,9.5,11.1,119,3247.2,3198,895,10.50,2110,238.5,12.25,72,729.25
2091.5,8,19.8,119,3887.4,3189,895,10.50,2113,239,12.25,72,721.7
2092,10.4,10.5,119,3242.2,3186,895,10.50,2116,239.3,12.25,72,697.75
